(653, 233)
(654, 233)
(654, 232)
(657, 232)
(657, 232)
(657, 231)
(657, 232)
(656, 227)
(657, 224)
(659, 216)
(660, 211)
(663, 210)
(665, 210)
(669, 208)
(677, 210)
(678, 211)
(682, 212)
(682, 212)
(681, 212)
(684, 211)
(686, 210)
(684, 209)
(677, 211)
(659, 221)
(655, 217)
(644, 230)
(630, 232)
(615, 230)
(629, 249)
(621, 256)
(610, 258)
(610, 262)
(614, 261)
(618, 259)
(619, 257)
(627, 256)
(631, 250)
(622, 247)
(623, 247)
(623, 245)
(622, 244)
(626, 242)
(632, 241)
(635, 237)
(635, 234)
(636, 235)
(637, 235)
(638, 236)
(638, 236)
(639, 237)
(640, 238)
(640, 238)
(640, 238)
(638, 240)
(639, 245)
(639, 248)
(634, 254)
(636, 259)
(636, 259)
(636, 260)
(636, 261)
(636, 261)
(639, 261)
(643, 261)
(644, 260)
(644, 260)
(644, 260)
(641, 261)
(635, 261)
(726, 343)
(736, 356)
(742, 375)
(743, 367)
(655, 271)
(675, 282)
(717, 337)
(700, 336)
(693, 318)
(637, 303)
(621, 294)
(612, 310)
(618, 314)
(628, 322)
(621, 322)
(623, 295)
(620, 305)
(620, 308)
(620, 307)
(620, 300)
(618, 298)
(620, 300)
(621, 301)
(629, 321)
(597, 303)
(625, 304)
(601, 311)
(590, 311)
(589, 358)
(573, 356)
(609, 358)
(565, 360)
(569, 365)
(566, 373)
(546, 381)
(558, 391)
(545, 392)
(535, 404)
(528, 438)
(513, 440)
(509, 439)
(510, 439)
(510, 439)
(511, 439)
(533, 433)
(545, 423)
(540, 424)
(511, 426)
(491, 431)
(553, 429)
(551, 425)
(577, 432)
(575, 453)
(579, 459)
(593, 467)
(602, 472)
(639, 495)
(616, 518)
(632, 516)
(631, 488)
(798, 459)
(778, 533)
(727, 565)
(841, 356)
(841, 392)
(839, 382)
(843, 378)
(851, 384)
(851, 380)
(849, 379)
(840, 378)
(830, 389)
(820, 386)
(713, 341)
(678, 341)
(689, 336)
(653, 339)
(650, 356)
(661, 353)
(673, 352)
(670, 352)
(662, 352)
(698, 348)
(687, 335)
(696, 346)
(731, 352)
(774, 299)
(764, 286)
(788, 283)
(791, 285)
(791, 284)
(798, 285)
(800, 287)
(799, 286)
(805, 286)
(805, 286)
(808, 286)
(810, 286)
(813, 285)
(819, 290)
(823, 290)
(826, 291)
(826, 291)
(826, 291)
(829, 291)
(829, 291)
(829, 291)
(829, 290)
(828, 291)
(828, 291)
(825, 293)
(821, 293)
(818, 293)
(813, 293)
(812, 293)
(808, 295)
(807, 295)
(806, 295)
(805, 296)
(841, 356)
(841, 392)
(839, 382)
(843, 378)
(851, 384)
(851, 380)
(849, 379)
(840, 378)
(830, 389)
(820, 386)
(713, 341)
(678, 341)
(689, 336)
(653, 339)
(650, 356)
(661, 353)
(673, 352)
(670, 352)
(662, 352)
(698, 348)
(687, 335)
(696, 346)
(731, 352)
(774, 299)
(764, 286)
(788, 283)
(791, 285)
(791, 284)
(798, 285)
(800, 287)
(799, 286)
(805, 286)
(805, 286)
(808, 286)
(810, 286)
(813, 285)
(819, 290)
(823, 290)
(826, 291)
(826, 291)
(826, 291)
(829, 291)
(829, 291)
(829, 291)
(829, 290)
(828, 291)
(828, 291)
(825, 293)
(821, 293)
(818, 293)
(813, 293)
(812, 293)
(808, 295)
(807, 295)
(806, 295)
(805, 296)
(803, 296)
(799, 297)
(794, 297)
(788, 297)
(783, 297)
(779, 297)
(774, 294)
(774, 294)
(762, 290)
(754, 281)
(744, 272)
(731, 265)
(720, 261)
(717, 254)
(706, 247)
(697, 245)
(684, 241)
(685, 242)
(678, 235)
(671, 233)
(668, 232)
(655, 232)
(644, 234)
(647, 238)
(639, 240)
(634, 242)
(635, 242)
(633, 244)
(634, 248)
(632, 250)
(630, 252)
(633, 252)
(641, 251)
(641, 251)
(641, 251)
(642, 250)
(638, 251)
(636, 251)
(633, 253)
(634, 252)
(634, 252)
(625, 256)
(621, 256)
(619, 256)
(611, 257)
(613, 257)
(607, 258)
(607, 258)
(623, 251)
(627, 250)
(625, 250)
(625, 250)
(637, 244)
(652, 241)
(655, 238)
(662, 233)
(662, 231)
(657, 230)
(656, 232)
(654, 236)
(665, 236)
(677, 240)
(682, 240)
(683, 241)
(695, 244)
(656, 254)
(662, 287)
(662, 281)
(662, 274)
(635, 261)
(605, 286)
(582, 295)
(597, 287)
(612, 280)
(639, 275)
(642, 256)
(636, 248)
(633, 245)
(655, 232)
(653, 233)
(654, 233)
(654, 232)
(657, 232)
(657, 232)
(657, 231)
(657, 232)
(656, 227)
(657, 224)
(659, 216)
(660, 211)
(663, 210)
(665, 210)
(669, 208)
(677, 210)
(678, 211)
(682, 212)
(682, 212)
(681, 212)
(684, 211)
(686, 210)
(684, 209)
(677, 211)
(659, 221)
(655, 217)
(644, 230)
(630, 232)
(615, 230)
(629, 249)
(621, 256)
(610, 258)
(610, 262)
(614, 261)
(618, 259)
(619, 257)
(627, 256)
(631, 250)
(622, 247)
(623, 247)
(623, 245)
(622, 244)
(626, 242)
(632, 241)
(635, 237)
(635, 234)
(636, 235)
(637, 235)
(638, 236)
(638, 236)
(639, 237)
(640, 238)
(640, 238)
(640, 238)
(638, 240)
(639, 245)
(639, 248)
(634, 254)
(636, 259)
(636, 259)
(636, 260)
(636, 261)
(636, 261)
(639, 261)
(643, 261)
(644, 260)
(644, 260)
(644, 260)
(641, 261)
(635, 261)
(726, 343)
(736, 356)
(742, 375)
(743, 367)
(655, 271)
(675, 282)
(717, 337)
(700, 336)
(693, 318)
(637, 303)
(621, 294)
(612, 310)
(618, 314)
(628, 322)
(621, 322)
(623, 295)
(620, 305)
(620, 308)
(620, 307)
(620, 300)
(618, 298)
(620, 300)
(621, 301)
(629, 321)
(597, 303)
(625, 304)
(601, 311)
(590, 311)
(589, 358)
(573, 356)
(609, 358)
(565, 360)
(569, 365)
(566, 373)
(546, 381)
(558, 391)
(545, 392)
(535, 404)
(528, 438)
(513, 440)
(509, 439)
(510, 439)
(510, 439)
(511, 439)
(533, 433)
(545, 423)
(540, 424)
(511, 426)
(491, 431)
(553, 429)
(551, 425)
(577, 432)
(575, 453)
(579, 459)
(593, 467)
(602, 472)
(639, 495)
(616, 518)
(632, 516)
(631, 488)
(798, 459)
(778, 533)
(727, 565)
